year,county,POP_TOTAL,POP_F_0TO11,POP_F_12TO17,POP_F_18TO39,POP_F_40UP,POP_F_TOTAL,POP_M_0TO11,POP_M_12TO17,POP_M_18TO39,POP_M_40UP,POP_M_TOTAL,SRS_AG_ASSLT,SRS_ARSON,SRS_BURGLARY,SRS_MURDER,SRS_MVT,SRS_RAPE,SRS_ROBBERY,SRS_THEFT,SRS_TOTAL,NIB_ANIMALCR,NIB_ARSON,NIB_ASSAULT,NIB_BRIBERY,NIB_BURGLARY,NIB_DESTPROP,NIB_DRUGVIOL,NIB_EXTORTION,NIB_FORGERY,NIB_FSEX,NIB_GAMBVIOL,NIB_HTRFFCKNG,NIB_KIDNAP,NIB_MNSLGHTR,NIB_MURDER,NIB_NFSEX,NIB_PORN,NIB_PROPTOT,NIB_PROST,NIB_PRSNTOT,NIB_ROBBERY,NIB_SCTYTOT,NIB_THEFT,NIB_TOTAL,NIB_VIOLNCO,NIB_WEAPVIOL,ARR_AG_ASSLT,ARR_ARSON,ARR_BURGLARY,ARR_DRUG_CR,ARR_MURDER,ARR_MVT,ARR_OTHCRIME,ARR_RAPE,ARR_ROBBERY,ARR_THEFT,ARR_TOTAL,ARN_ANIMALCR,ARN_ARSON,ARN_ASSAULT,ARN_BRIBERY,ARN_BURGLARY,ARN_DESTPROP,ARN_DRUGVIOL,ARN_EXTORTION,ARN_FORGERY,ARN_FSEX,ARN_GAMBVIOL,ARN_GROUP_B,ARN_HACKCOMP,ARN_HTRFFCKNG,ARN_KIDNAP,ARN_MNSLGHTR,ARN_MURDER,ARN_NFSEX,ARN_PORN,ARN_PROST,ARN_ROBBERY,ARN_THEFT,ARN_TOTAL,ARN_VIOLNCO,ARN_WEAPVIOL,SCF_ASSAULT,SCF_DRUG_CR,SCF_HOMICIDE,SCF_MVT,SCF_OTHFELON,SCF_PROPCR,SCF_ROBBERY,SCF_SEXCR,SCF_TOTAL,JDP_OTHRADP,JDP_POST_ADP,JDP_PRE_ADP,JDP_CAPACITY,JDP_TOTALADP,JST_ASSAULT,JST_BURGLARY,JST_DRUG_CR,JST_MNSLGHTR,JST_MURDER,JST_OTHCRIME,JST_OTHPROPCR,JST_ROBBERY,JST_SEXCR,JST_TOTAL,JST_UNKNOWN,AJS_ASSAULT,AJS_AVG_SENT,AJS_BURGLARY,AJS_DRUG_CR,AJS_MNSLGHTR,AJS_MURDER,AJS_OTHCRIME,AJS_OTHPROPCR,AJS_ROBBERY,AJS_SEXCR,AJS_UNKNOWN,PDP_NEW_ADM,PDP_OTHER,PDP_PAROLE_V,PDP_READM,PDP_TOTAL,PST_ASSAULT,PST_BURGLARY,PST_DRUG_CR,PST_MNSLGHTR,PST_MURDER,PST_OTHCRIME,PST_OTHPROPCR,PST_ROBBERY,PST_SEXCR,PST_TOTAL,PST_UNKNOWN,APS_ASSAULT,APS_AVG_SENT,APS_BURGLARY,APS_DRUG_CR,APS_MNSLGHTR,APS_MURDER,APS_OTHCRIME,APS_OTHPROPCR,APS_ROBBERY,APS_SEXCR,APS_UNKNOWN,JRR_AG_ASSLT,JRR_ARSON,JRR_BURGLARY,JRR_DRUG_CR,JRR_MURDER,JRR_MVT,JRR_OTHFELCRIME,JRR_RAPE,JRR_ROBBERY,JRR_THEFT,JRR_TOTAL,JRN_ANIMALCR,JRN_ARSON,JRN_ASSAULT,JRN_BRIBERY,JRN_BURGLARY,JRN_DESTPROP,JRN_DRUGVIOL,JRN_EXTORTION,JRN_FORGERY,JRN_FSEX,JRN_GROUP_B,JRN_HACKCOMP,JRN_KIDNAP,JRN_MNSLGHTR,JRN_MURDER,JRN_NFSEX,JRN_PORN,JRN_PROST,JRN_ROBBERY,JRN_THEFT,JRN_TOTAL,JRN_VIOLNCO,JRN_WEAPVIOL,JAD_DOC_ADM,JAD_NEW_ADM,JAD_READM,JAD_PAROLE_R,JAD_TOTAL,JUV_ARSON,JUV_ASSAULT,JUV_BURGLARY,JUV_DRUG_CR,JUV_HOMICIDE,JUV_KIDNAP,JUV_MVCR,JUV_OBSGOV,JUV_OTHER,JUV_OTHPROPCR,JUV_PUBDIST,JUV_SEXCR,JUV_TOTAL,JUV_WEAPVIOL,MIN_ARSON,MIN_ASSAULT,MIN_AVG_MIN_DISP,MIN_BURGLARY,MIN_DRUG_CR,MIN_HOMICIDE,MIN_KIDNAP,MIN_MVCR,MIN_OBSGOV,MIN_OTHER,MIN_OTHPROPCR,MIN_PUBDIST,MIN_SEXCR,MIN_WEAPVIOL,MAX_ARSON,MAX_ASSAULT,MAX_AVG_MAX_DISP,MAX_BURGLARY,MAX_DRUG_CR,MAX_HOMICIDE,MAX_KIDNAP,MAX_MVCR,MAX_OBSGOV,MAX_OTHER,MAX_OTHPROPCR,MAX_PUBDIST,MAX_SEXCR,MAX_WEAPVIOL
2008,LEWIS,74700,5550,3269,8962,19821,37602,5735,3648,9224,18489,37098,137,22,540,1,181,34,32,1964,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,7,113,311,1,24,2515,13,22,360,3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,245,2,19,121,243,20,76,822,-99,-99,-99,-99,-99,56,6,130,1,0,24,113,3,29,362,0,3,2.3,1.5,2.1,1,0,2.5,2.3,4.7,1.6,0,82,5,482,70,157,36,14,60,2,3,10,24,4,29,182,0,74.5,44.7,26,21.3,27,294.7,24.4,25.1,90.7,57.4,0,12,4,26,22,0,6,274,2,1,80,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,12,22,23,47,14,41,0,0,5,4,12,27,3,6,184,2,8.260869565,53.27659574,36.86413043,12.42857143,8.707317073,0,0,2.6,15.75,49.25,24.11111111,1.333333333,370.3333333,7,8.260869565,82.17021277,48.61956522,12.42857143,12.29268293,0,0,2.6,15.75,73.75,24.11111111,1.333333333,431,7
2009,LEWIS,75200,5559,3220,8982,20088,37847,5744,3591,9239,18780,37353,113,24,512,2,148,34,20,1533,2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3,84,252,2,19,2123,14,7,268,2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,208,3,1,119,181,5,57,680,-99,-99,-99,356,170,35,9,97,0,0,28,109,5,16,299,0,2.4,2.4,4.2,2.1,0,0,2.7,2.6,5.8,0.4,0,89,4,393,70,163,31,11,54,3,0,15,47,5,32,198,0,34.2,40.7,31,23.1,47.7,0,24.5,27,46.1,106.2,0,10,8,27,33,0,3,271,1,2,57,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,11,28,23,42,12,29,0,1,4,1,15,39,11,20,202,5,11.7826087,46.47619048,67.12376238,19.08333333,27.86206897,0,30,9.25,0,21.73333333,13.12820513,1.727272727,433.55,140.8,11.7826087,67.47619048,77.24257426,31.33333333,38,0,30,9.25,0,21.73333333,20.66666667,1.727272727,454.9,140.8
2010,LEWIS,75600,5561,3164,8942,20377,38045,5743,3527,9195,19090,37555,125,12,614,6,159,22,22,1949,2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2,94,362,4,15,2333,5,20,429,3361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,281,7,1,105,172,14,43,737,-99,-99,-99,356,182,30,11,80,0,0,26,79,1,12,239,0,4,2.8,4.5,1.8,0,0,3.1,2.8,3,3.4,0,74,10,370,76,160,33,9,46,1,0,12,47,3,34,185,0,33.7,36.1,29.8,24.1,21,0,26.4,29.3,65.6,66.8,0,14,4,31,41,0,1,237,0,4,76,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,6,23,29,49,36,45,0,0,4,1,15,34,3,6,229,7,12.24137931,58.14285714,29.10043668,19.08333333,10.02222222,0,0,7.5,0,56.53333333,33.79411765,13.66666667,7.5,29.85714286,12.24137931,76,34.60262009,23.16666667,10.02222222,0,0,7.5,0,56.53333333,40.79411765,13.66666667,7.5,29.85714286
2011,LEWIS,76000,5415,2960,9197,20394,37966,5719,3256,9643,19416,38034,122,6,494,1,123,26,22,1342,2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,3,81,429,1,16,1997,12,13,297,2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,380,1,0,124,213,11,75,932,-99,-99,-99,-99,-99,50,20,130,0,0,16,62,1,4,283,0,3,2.5,2.9,1.8,0,0,2.4,2.9,6,6.3,0,88,11,434,78,177,36,14,52,1,1,19,42,2,20,187,0,32.5,35.7,46.5,20.4,102,192,29.1,28.8,90,78.3,0,16,3,16,52,0,5,201,1,1,65,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4,7,17,50,21,39,0,0,4,3,9,44,6,14,211,4,8.588235294,82.84,47.71563981,28.04761905,22.05128205,0,0,0,16,13.33333333,16.84090909,2,238.7857143,16.75,8.588235294,87.04,50.1042654,30.71428571,22.05128205,0,0,0,16,13.33333333,16.84090909,2,255.7857143,16.75
2012,LEWIS,76300,5379,2911,9382,20434,38107,5676,3079,9980,19458,38193,0,0,0,0,0,0,0,0,0,0,12,851,0,555,638,665,2,37,84,0,0,4,0,3,10,7,2980,1,1178,23,723,1713,4881,226,50,48,3,63,263,3,12,1401,9,15,204,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,315,4,6,117,207,14,42,807,-99,-99,-99,356,184,49,18,159,0,0,49,82,1,7,365,0,4.1,2.6,2.5,1.7,0,0,3.4,2.5,3,5,0,117,6,386,97,220,43,13,95,1,2,27,34,5,21,244,3,48.9,36.6,42.7,24.6,63,262,27.9,22.8,65,65.6,41.3,3,0,11,28,0,4,145,1,1,38,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,5,28,14,35,15,32,0,0,1,5,14,35,2,4,162,5,59.14285714,74.88571429,37.34567901,49.13333333,13.78125,0,0,15,12.2,19.21428571,7.657142857,12,182,11.6,72.14285714,87.48571429,44.87654321,88.33333333,14.0625,0,0,15,12.2,19.21428571,7.657142857,12,182,11.6
2013,LEWIS,76200,5375,2891,9319,20506,38091,5648,3004,9943,19516,38109,0,0,0,0,0,0,0,0,0,0,14,814,0,480,438,394,1,47,66,0,0,17,0,1,6,3,2533,1,1127,23,441,1530,4101,223,43,0,0,0,0,0,0,0,0,0,0,0,0,2,519,0,91,67,229,1,19,21,0,1121,0,0,15,0,1,1,2,0,13,336,2574,113,23,117,259,3,14,108,270,14,49,834,-99,-99,-99,356,210,48,13,114,0,0,39,79,4,4,302,1,5,2.7,3.1,1.8,0,0,3.2,2,6.6,6.4,5.8,104,4,684,119,227,44,13,73,0,3,25,55,3,15,234,3,44.2,41.9,40.2,23,0,390,25.7,26.5,84,137.4,27,0,0,0,0,0,0,0,0,0,0,0,0,4,95,0,6,24,26,0,0,4,57,0,0,0,0,0,0,0,1,38,256,1,0,2,10,4,2,16,16,37,4,26,0,0,2,1,14,18,3,22,146,3,19.6875,95.37837838,55.05479452,32,70.96153846,0,0,15,364,15.71428571,13.61111111,10,48.18181818,90.66666667,19.6875,128.2972973,72.45890411,68.75,70.96153846,0,0,15,364,15.71428571,13.61111111,10,101.6363636,90.66666667
2014,LEWIS,76300,5359,2813,9373,20572,38116,5669,2921,9989,19606,38184,0,0,0,0,0,0,0,0,0,0,13,777,0,486,541,376,4,62,83,0,0,19,0,1,4,7,2836,1,1097,25,423,1705,4356,213,39,0,0,0,0,0,0,0,0,0,0,0,0,7,456,0,95,49,201,2,13,34,0,1220,0,0,12,0,4,1,4,0,15,455,2650,64,18,104,226,3,10,90,223,10,46,712,-99,-99,-99,356,205,50,16,130,0,0,35,97,0,1,329,0,4,2.8,4.8,2.5,0,0,2.9,2.2,0,2,0,90,2,768,125,217,45,17,63,1,2,28,50,1,13,220,0,25,41.5,29.1,30.3,240,754.5,31.9,32.4,31,100.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,77,0,10,14,26,0,0,11,33,0,0,0,0,0,1,0,0,49,224,0,1,0,13,1,5,14,15,31,16,16,0,0,7,5,13,34,1,4,149,7,11.86666667,19.16129032,19.44966443,31.4375,11.8125,0,0,7.571428571,9,8.615384615,28.29411765,0,15,28.85714286,11.86666667,28.64516129,21.22818792,23.9375,11.8125,0,0,7.571428571,9,8.615384615,30.97058824,0,15,28.85714286
2015,LEWIS,76660,5332,2793,9355,20741,38222,5642,2923,9973,19900,38438,0,0,0,0,0,0,0,0,0,0,8,729,0,437,682,323,1,44,70,0,0,6,0,1,5,5,2881,1,1034,34,350,1675,4265,223,21,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,93,73,172,1,10,24,0,1209,0,0,6,0,0,1,3,1,22,352,2487,80,10,88,227,1,17,88,194,27,44,686,-99,-99,-99,345,179,56,20,99,0,0,39,76,2,5,297,0,3.9,2.8,2.4,2.1,0,0,3.4,2.6,6.8,4,0,88,0,648,101,189,31,13,56,0,2,24,49,5,16,196,0,30.1,41.3,34.7,30.7,0,227.1,27.9,34.7,30,126.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,20,27,0,0,8,78,0,1,0,0,1,0,0,3,46,278,3,1,0,8,4,10,12,17,41,7,37,0,0,1,2,11,29,2,17,165,1,11.88235294,53.68292683,30.15151515,57,14.45945946,0,0,5,18.5,8.909090909,12.24137931,10.5,66,0,11.88235294,76.04878049,38.38181818,57,26.37837838,0,0,5,18.5,8.909090909,12.24137931,10.5,66,0
2016,LEWIS,76890,5352,2788,9304,20837,38281,5649,2922,9936,20103,38609,0,0,0,0,0,0,0,0,0,0,10,721,0,441,690,315,1,77,59,0,0,8,0,1,7,16,3222,0,1005,28,365,1975,4592,209,34,0,0,0,0,0,0,0,0,0,0,0,0,1,452,0,88,74,199,0,20,24,0,1372,0,0,10,0,1,3,4,0,20,409,2795,105,13,101,271,1,18,104,165,17,48,725,-99,-99,-99,356,212,41,13,126,0,0,39,77,1,2,299,0,4.1,3.2,3.7,2.9,0,0,2.9,3,6,12,0,106,2,709,109,217,40,9,67,2,2,29,48,6,20,223,0,44.3,42.9,30.7,27.4,416,188,31.7,33.8,73.2,74.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,7,14,23,0,0,3,46,0,1,0,0,3,6,0,1,55,245,0,2,0,11,3,2,14,10,34,8,20,0,0,0,3,12,21,0,4,113,1,15.9,49.08823529,37.31858407,47.25,25.35,0,0,0,14.66666667,16.08333333,24.23809524,0,182,30,15.9,92.32352941,52.92920354,65.625,32.7,0,0,0,14.66666667,16.08333333,24.23809524,0,182,30
2017,LEWIS,77440,5423,2779,9274,21042,38519,5737,2926,9892,20366,38921,0,0,0,0,0,0,0,0,0,0,11,768,0,479,603,375,3,108,75,0,0,6,1,0,7,12,3262,0,1054,30,426,2028,4742,197,39,0,0,0,0,0,0,0,0,0,0,0,0,5,452,0,87,93,200,1,22,15,0,1437,0,0,5,1,0,2,3,0,18,388,2846,101,16,109,303,1,11,135,232,21,34,846,-99,-99,-99,356,209,40,22,145,0,0,44,79,1,3,334,0,2.9,2.6,2.7,2.3,0,0,2.7,2.5,12,7.7,0,90,3,776,114,207,43,16,67,1,0,18,53,6,13,217,0,47,37.8,62.6,27.6,36,0,20.9,31.3,38.5,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,6,16,30,1,0,2,45,0,0,0,0,1,5,0,2,42,226,1,2,0,12,9,3,21,11,32,8,11,0,0,3,4,10,21,3,6,113,4,8.363636364,26.59375,72.03539823,108,20.45454545,0,0,4.333333333,53.25,42.3,32.47619048,7,276,775,8.363636364,40.375,83.43362832,108,33.81818182,0,0,4.333333333,86.5,42.3,50.80952381,7,306.3333333,775
2018,LEWIS,78380,5435,2796,9301,21366,38898,5781,2962,9908,20830,39482,0,0,0,0,0,0,0,0,0,0,3,877,0,462,620,465,5,66,80,0,0,21,1,2,8,9,2925,1,1232,29,518,1740,4675,243,43,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,103,81,232,3,5,23,0,1422,0,0,18,0,2,3,0,0,18,402,3024,160,19,159,335,4,20,145,255,15,60,993,-99,-99,-99,356,228,49,22,167,0,0,47,95,1,4,385,0,3.7,2.6,2.3,2.4,0,0,2.4,2.3,0,5,0,98,7,715,110,215,47,17,72,0,1,22,54,5,22,240,0,28.6,30.5,32.6,25.4,0,220,27.9,23,65.6,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,16,13,37,0,0,6,44,0,0,0,1,2,2,0,5,43,268,0,1,0,10,2,6,12,17,45,7,27,0,0,1,5,18,31,7,8,168,2,13.88235294,44.73333333,31.63690476,12.85714286,20.62962963,0,0,5,24,26.94444444,16.22580645,9,141.625,55,22.52941176,59.66666667,40.88690476,12.85714286,31.51851852,0,0,5,53.4,26.94444444,20.96774194,9,141.625,128.5
2019,LEWIS,79480,5478,2829,9325,21757,39389,5826,3011,9913,21341,40091,0,0,0,0,0,0,0,0,0,0,2,806,1,322,528,457,5,78,75,0,0,16,0,3,4,12,2413,0,1135,25,500,1452,4048,231,31,0,0,0,0,0,0,0,0,0,0,0,0,1,438,1,71,71,204,1,5,32,0,1391,0,0,7,0,3,0,2,0,15,299,2700,145,14,172,332,5,25,173,249,14,63,1033,-99,-99,-99,356,237,61,16,140,0,0,83,76,2,3,381,0,3.2,2.5,3.9,2,0,0,2.5,2.5,1.5,6.3,0,125,3,698,93,221,58,23,71,0,2,21,46,8,22,251,0,35.7,37,35,25,0,540,24,24.3,42.9,72.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1,18,15,0,0,7,58,0,0,0,0,0,3,0,3,26,186,0,3,1,14,4,9,19,5,27,4,12,0,0,2,3,5,26,2,5,91,0,25.8,49.33333333,40.53846154,63.25,17.08333333,0,0,0,10.33333333,9,59.30769231,9.5,26.6,0,25.8,71.11111111,55.07692308,63.25,17.08333333,0,0,0,10.33333333,9,87.57692308,9.5,26.6,0
2020,LEWIS,80250,5560,2865,9262,21996,39683,5903,3053,9843,21769,40567,0,0,0,0,0,0,0,0,0,0,7,710,0,280,417,475,1,56,64,0,0,9,3,3,6,12,2122,1,1083,24,514,1337,3719,288,26,0,0,0,0,0,0,0,0,0,0,0,0,4,429,0,56,73,232,0,10,20,0,1072,0,0,6,0,6,1,7,0,16,315,2431,175,9,149,418,7,8,153,250,21,61,1067,-99,-99,-99,-99,159,59,0,114,0,0,71,61,2,14,321,0,3.4,2.7,0,2,0,0,3.3,2.3,5.5,2.9,0,107,3,510,99,209,60,0,54,0,0,27,36,2,17,196,0,43.7,36.8,0,21.4,0,0,22.5,28.9,161,86.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,1,10,2,0,0,3,27,0,0,0,2,0,0,0,2,17,104,1,0,1,14,5,1,20,4,30,12,10,0,0,6,9,7,25,4,7,117,3,71.5,35.36666667,42.28205128,21.75,16.6,0,0,25.33333333,79.11111111,15.85714286,50.72,1.25,112.8571429,45,71.5,59.86666667,59.39316239,21.75,16.6,0,0,25.33333333,144.4444444,15.85714286,72,1.25,112.8571429,94
1990,LINCOLN,8864,726,375,1088,2249,4438,835,427,1096,2068,4426,24,5,62,0,8,5,2,138,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,15,0,5,208,4,0,24,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,23,0,7,40,0,6,5,15,11,0,2,5,0,0,1,16,0,0,24,0,0,2,2,1,0,0,0.3,2.4,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,25,0,0,0,0,14,0,0,36,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1991,LINCOLN,8903,730,380,1078,2270,4458,839,432,1081,2092,4445,18,0,63,0,17,0,1,120,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,21,0,12,280,0,0,21,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,33,0,4,47,0,5,7,15,12,0,2,4,0,0,1,9,0,1,17,0,0,1.4,3,0.7,0,0,1,1.3,0,3,0,5,0,1,0,5,1,2,0,0,0,0,0,0,3,6,0,43,32,28.5,0,0,0,0,0,0,30.7,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1992,LINCOLN,8723,713,378,1040,2239,4371,819,426,1038,2065,4352,8,0,53,1,6,4,2,85,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,22,1,3,234,3,3,9,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,2,0,6,28,5,7,63,0,5,6,15,11,0,2,4,0,0,0,15,0,2,23,0,0,3.1,4.7,2.8,0,0,0,2.2,0,9,0,4,0,1,0,4,0,5,0,0,0,0,0,0,1,6,0,0,51.3,34.4,0,0,0,0,0,0,136,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1993,LINCOLN,8876,721,393,1037,2297,4449,828,438,1034,2124,4427,14,4,88,0,8,8,2,97,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,15,30,0,3,217,2,2,24,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,8,33,0,6,58,0,5,7,15,12,2,2,5,0,0,1,11,0,1,22,0,6.2,2.5,3,1.4,0,0,3.9,2.3,0,1,0,5,0,0,4,9,0,7,2,0,1,0,0,0,6,16,0,0,66.1,22.1,33,0,205,0,0,0,105.3,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1994,LINCOLN,9144,734,413,1049,2390,4587,843,457,1041,2214,4557,23,8,71,1,18,8,4,131,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,11,23,0,5,236,1,2,10,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,6,23,2,4,48,0,4,5,15,9,1,4,4,0,0,2,11,0,2,24,0,8.9,2.6,2.3,1.1,0,0,6.4,2,0,2.2,0,7,0,0,0,7,0,8,0,0,0,0,3,1,1,13,0,0,41.3,35,0,0,0,0,18.3,171,31,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1995,LINCOLN,9241,733,426,1038,2441,4638,840,467,1028,2266,4603,36,1,86,0,19,9,0,143,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,24,0,11,261,1,0,16,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,1,0,11,32,0,3,65,0,3,6,15,9,1,3,4,0,0,3,11,0,0,22,0,3,2.8,6.9,2.7,0,0,0.3,2.4,0,0,0,5,0,0,0,5,0,0,0,0,0,0,2,0,2,4,0,0,60.3,0,0,0,0,0,12.5,0,108,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1996,LINCOLN,9599,749,450,1059,2564,4821,858,489,1043,2387,4778,33,3,70,0,12,11,0,109,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,5,23,0,3,301,4,0,15,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,10,21,0,4,53,0,2,5,15,7,2,2,9,0,0,1,10,0,0,24,0,1.6,1.5,4.7,0.7,0,0,3,1.4,0,0,0,4,0,0,3,7,3,1,0,0,0,0,3,0,0,7,0,13.7,26.4,102,0,0,0,0,14,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
